jp1, jp2, jp_len, corr
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[0.12308572810263158, 0.06032565023493405]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[0.12308572810263158, -0.0019653797362389684]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[0.12308572810263158, -0.004440909598612559]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[0.12308572810263158, -0.24699103921405952]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[0.12308572810263158, -0.19165774020532866]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[0.12308572810263158, -0.1601282788438209]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[0.12308572810263158, -0.11173785775368347]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[0.5069930815957107, 0.07030833793039046]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[0.5069930815957107, -0.07101588391244017]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[0.5069930815957107, 0.18347491576148503]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[0.5069930815957107, -0.04674177132429462]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[0.5069930815957107, 0.006707168912150615]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[0.5069930815957107, -0.08986445289337092]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[0.5069930815957107, 0.034038855122522554]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[0.5069930815957107, 0.33366513776811246]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[0.5069930815957107, 0.2576196087141501]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[0.5069930815957107, -0.03031542682034072]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[0.5069930815957107, 0.49807394077108996]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[0.5069930815957107, -0.03031542682034072]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[0.5069930815957107, 0.06638883270137741]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[0.5069930815957107, 0.09076247314757246]
wcmg-48ep.grade_level JOIN urc8-8bjy.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[0.5069930815957107, -0.046844485782640645]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,[1, -0.024936581301825977]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 7ynj-zrfs.grade_level,[1, 0.6944064116052764]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 6ypq-ih9a.grade_level,[1, 0.7493000321909891]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN pgtq-ht5f.grade,[1, -0.011506352463841638]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN sybh-s59s.grade,[1, -0.04516561317210632]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN p3r6-jdne.monthcode,[1, 0]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN urz7-pzb3.grade_,[1, -0.04095730892892416]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN wed3-5i35.gradelevel,[1, 0.032209430767986075]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 7ztv-6rwb.grade_level,[1, 0.29708212384322125]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 3aka-ggej.grade_level,[1, -0.10506900934987183]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN ub9e-s7ai.grade_level,[1, 0.8779140474729559]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 4hiy-398i.grade_level,[1, -0.05287658635258952]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN d3ge-anaz.grade_,[1, -0.044429273134289085]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN xefy-6ent.grade_level,[1, -0.10417471208699854]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 9y7k-h295.created_month,[1, 0]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN abgn-8q46.grade_,[1, -0.18387672331257546]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN yg5a-hytu.grade_level,[1, 0.33039815363957237]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN nurr-mhyi.grade_level,[1, 0.9294412387208972]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 5nz7-hh6t.grade_level,[1, 0.023064714335105808]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 8i43-kna8.grade_level,[1, 0.20331269593655307]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN xffd-vsgf.gradelevel,[1, 0.04566859025769216]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN vwxi-2r5k.grade_level,[1, -0.1393135995284797]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN fi8f-t673.grade_level,[1, 0.5184974462883023]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN mefg-rpis.report_date,[1, 0.09931899684452573]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN p3r6-jdne.gradelevel,[1, 0.046233641057515845]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN sgxc-mnpk.grade_level,[1, 0.09679988827951827]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 7jzh-b7rq.grade,[1, -0.014401086308306162]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN a8wp-rerh.effective_date,[1, -0.019911373695383292]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN fb26-34vu.grade,[1, -0.025683365200176157]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN nnyy-27fp.grade_level,[1, 0.054058021436527694]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN i8ys-e4pm.grade,[1, 0.09601905130892548]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN sebv-z45x.community_board,[1, 0.015137139290824126]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN vn4m-mk4t.board,[1, 0]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 4s7y-vm5x.grade_level,[1, 0.23186596913264096]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN bzs3-dh33.grade_level,[1, -0.07092664784842297]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN ebb7-mvp5.month,[1, -0.19793670369679262]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN ipu4-2q9a.permit_sequence__,[1, 0]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN edai-t99u.grade_level,[1, 0.42812541224715456]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 4qii-5cz9.grade_level,[1, -0.0999971036327154]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 82rt-zc4y.grade_,[1, -0.10789140759898792]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN smdw-73pj.revenue_month,[1, -0.1957739561168661]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN bhwu-wuzu.revenue_month,[1, 0.0012945582397935055]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 8as3-nzhd.grade_level,[1, 0.15513194709085648]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 8isn-pgv3.city_community_board,[1, 0.11533144040958805]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN gez6-674h.grade,[1, -0.005473708644121686]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 6wcu-cfa3.grade_,[1, 0.09255920519412379]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 4quv-6za7.grade_level,[1, -0.2195020950729622]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,[1, 0.07751249978801797]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,[0.12308572810263158, -0.20142589421110968]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,[0.12308572810263158, 0.297414093798525]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,[0.12308572810263158, 0.25444839721976514]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[0.12308572810263158, 0.17619124793601512]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN nnyy-27fp.service_category_0k_09_only,[0.12308572810263158, 0.19188987996826706]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 4qii-5cz9.service_category_0k_08_only,[0.12308572810263158, 0.14570736289178166]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN urc8-8bjy.service_category_0k_09_only,[0.12308572810263158, -0.033679199732507575]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 8i43-kna8.service_category,[0.12308572810263158, 0.19205431158587594]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 82rt-zc4y.service_category_k_9_only_,[0.12308572810263158, 0.01634548980967317]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 4hiy-398i.service_category_0k_08_only,[0.12308572810263158, -0.0228506048611357]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN vwxi-2r5k.service_category,[0.12308572810263158, 0.15861264130452943]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN dp2s-vccd.program_type,[0.12308572810263158, 0.3495741188418794]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 5nz7-hh6t.service_category_0k_09_only,[0.12308572810263158, -0.09488832077273689]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 3aka-ggej.service_category_0k_08_only,[0.12308572810263158, 0.1442642687091507]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN ytjm-yias.service_category_0k_08_only,[0.12308572810263158, 0.2950763847665528]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN xkuq-9uzf.program_type,[0.12308572810263158, 0.3433305913331919]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN by8q-dp62.program_type,[0.12308572810263158, 0.24862747777531313]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN fb26-34vu.service_category_k_9_only,[0.12308572810263158, -0.011637673215371597]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN gez6-674h.service_category_k_9_only,[0.12308572810263158, -0.05379134965224755]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 7ynj-zrfs.program_type,[0.12308572810263158, 0.26732504019591624]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 2vv4-3iny.service_category_0k_09_only,[0.12308572810263158, -0.07657993109438622]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN abgn-8q46.service_category_k_9_only_,[0.12308572810263158, -0.20082301816696108]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN 7yds-6i8e.service_category_k_9_only_,[0.12308572810263158, -0.05529709900339195]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN wtqm-fd2z.program_type,[0.12308572810263158, 0.25950900246444103]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN jkyj-m87c.program_type,[0.12308572810263158, 0.3621178487757514]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN xefy-6ent.service_category,[0.12308572810263158, 0.13623848077242295]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN qusa-igsv.service_category_0k_08_only,[0.12308572810263158, -0.02431537509220604]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.service_category_0k_08_only JOIN edai-t99u.service_category_k_9_only,[0.12308572810263158, 0.22016815137457407]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN icps-nwdu.department,[0.5069930815957107, -0.005549315827391138]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN weaz-wxw9.core_course_high_schools_only_,[0.5069930815957107, 0.01757028750529006]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN nwrb-z58j.core_course_high_schools_only_,[0.5069930815957107, 0.005101213184637693]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN izav-3bhy.department,[0.5069930815957107, -0.009747253417140589]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN fb26-34vu.core_subject_ms_core_and_9_12_only,[0.5069930815957107, -0.014244995485925623]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN w49k-mmkh.core_course_high_schools_only_,[0.5069930815957107, -0.496372258788692]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN sas9-vd86.department,[0.5069930815957107, -0.025073244417816918]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 4hiy-398i.core_subject_ms_core_and,[0.5069930815957107, -0.023705619671708273]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN dcpj-gxjy.department,[0.5069930815957107, 0.026947795500393945]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 9igb-ny64.department,[0.5069930815957107, -0.23889283902193392]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN ajgi-hpq9.core_subject_ms_core_and,[0.5069930815957107, -0.010031318826460092]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN nhq5-jx6b.department,[0.5069930815957107, -0.23889283902193392]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN n2rw-tynt.department,[0.5069930815957107, -0.06456827412202826]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN d3ge-anaz.core_subject_ms_core_and_9_12_only_,[0.5069930815957107, -0.12670549141128754]
wcmg-48ep.grade_level JOIN crc3-tcnm.grade_level,wcmg-48ep.core_subject_ms_core_and JOIN 43qn-d6r8.department,[0.5069930815957107, -0.23321789127477707]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 7ynj-zrfs.grade_level,[1, -0.24606475062617106]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 6ypq-ih9a.grade_level,[1, -0.01441400102677862]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN pgtq-ht5f.grade,[1, 0.0426515104608024]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN sybh-s59s.grade,[1, -0.031468142655654084]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN p3r6-jdne.monthcode,[1, 0]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN urz7-pzb3.grade_,[1, 0.03175533774599382]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN wed3-5i35.gradelevel,[1, -0.017976593340684827]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 7ztv-6rwb.grade_level,[1, -0.2088741707197996]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 3aka-ggej.grade_level,[1, -0.05609881119791364]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN ub9e-s7ai.grade_level,[1, -0.07397095564319205]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 4hiy-398i.grade_level,[1, 0.04512640312408864]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN d3ge-anaz.grade_,[1, 0.05561217252550504]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN xefy-6ent.grade_level,[1, -0.058498827417925656]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 9y7k-h295.created_month,[1, 0]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN abgn-8q46.grade_,[1, 0.8222370527839705]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN yg5a-hytu.grade_level,[1, -0.1185820546947331]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN nurr-mhyi.grade_level,[1, -0.04065060893599537]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 5nz7-hh6t.grade_level,[1, 0.01377377074616288]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 8i43-kna8.grade_level,[1, -0.14096609024981555]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN xffd-vsgf.gradelevel,[1, 0.0036737198116479903]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN vwxi-2r5k.grade_level,[1, -0.06412521685054427]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN fi8f-t673.grade_level,[1, 0.010214366479533454]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN mefg-rpis.report_date,[1, 0.011593348003778401]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN p3r6-jdne.gradelevel,[1, -0.015739463587721075]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN sgxc-mnpk.grade_level,[1, 0.06947573127771553]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 7jzh-b7rq.grade,[1, -0.01980861679049831]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN a8wp-rerh.effective_date,[1, -0.05477306610544829]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN fb26-34vu.grade,[1, 0.8406134479442892]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN nnyy-27fp.grade_level,[1, 0.6778037139514927]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN i8ys-e4pm.grade,[1, -0.013382018250012869]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN sebv-z45x.community_board,[1, 0.04520977106410941]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN vn4m-mk4t.board,[1, 0]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 4s7y-vm5x.grade_level,[1, -0.14172726011471076]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN bzs3-dh33.grade_level,[1, -0.29830098285226286]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN ebb7-mvp5.month,[1, -0.033679274906387786]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN ipu4-2q9a.permit_sequence__,[1, 0]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN edai-t99u.grade_level,[1, -0.14024887219168655]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 4qii-5cz9.grade_level,[1, -0.05400186037656192]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 82rt-zc4y.grade_,[1, 0.20716324515092155]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN smdw-73pj.revenue_month,[1, -0.04324874757966505]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN bhwu-wuzu.revenue_month,[1, -0.0808373185565498]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 8as3-nzhd.grade_level,[1, 0.027180434677297874]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 8isn-pgv3.city_community_board,[1, -0.002117064592713178]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN gez6-674h.grade,[1, 0.16599946893093592]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 6wcu-cfa3.grade_,[1, 0.015523876451617317]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 4quv-6za7.grade_level,[1, 0.8889441863397544]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.grade_level JOIN 2vv4-3iny.grade_level,[1, 0.04468867075759775]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.service_category_0k_08_only JOIN f7qh-bcr5.service_category_k_9_only,[0.12308572810263158, 0.12576169132539797]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.service_category_0k_08_only JOIN yg5a-hytu.service_category_0k_08_only,[0.12308572810263158, 0.08476036934624916]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.service_category_0k_08_only JOIN ptkq-bbd4.program_type,[0.12308572810263158, nan]
wcmg-48ep.grade_level JOIN 7yds-6i8e.grade_,wcmg-48ep.service_category_0k_08_only JOIN 4s7y-vm5x.service_category,[0.12308572810263158, 0.011858076202037172]
